id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1341060411529936897	1340619247265996802	2020-12-21 19:38:12 MSK	2020-12-21	19:38:12	+0300	47378354	kevlinhenney	Kevlin Henney		@jhumelsine I am less fond of the wording of this one. The sentiment gets tangled up with the idea of getting something right first, which my essay refutes.  The only thing you have to get right first is not obsessing about getting everything right first.	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1341060411529936897	False		0								[{'screen_name': 'jhumelsine', 'name': 'Jim Humelsine', 'id': '72167523'}]				
1341058704137969664	1340619247265996802	2020-12-21 19:31:25 MSK	2020-12-21	19:31:25	+0300	47378354	kevlinhenney	Kevlin Henney		@jhumelsine However, 🤫  I have that specific one lined up for a future related blog 😉	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1341058704137969664	False		0								[{'screen_name': 'jhumelsine', 'name': 'Jim Humelsine', 'id': '72167523'}]				
1341058249160871943	1340619247265996802	2020-12-21 19:29:36 MSK	2020-12-21	19:29:36	+0300	47378354	kevlinhenney	Kevlin Henney		@jhumelsine Yup, one of my favourite chapters in More Programming Pearls, e.g.,   https://t.co/UvNuKZo1cd	en	[]	['https://www.slideshare.net/Kevlin/software-is-details/10']	[]	0	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1341058249160871943	False		0								[{'screen_name': 'jhumelsine', 'name': 'Jim Humelsine', 'id': '72167523'}]				
1341055929203253250	1340619247265996802	2020-12-21 19:20:23 MSK	2020-12-21	19:20:23	+0300	47378354	kevlinhenney	Kevlin Henney		@DiegoShevek 👍	und	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1341055929203253250	False		0								[{'screen_name': 'DiegoShevek', 'name': 'Diego Shevek #BLM', 'id': '317731396'}]				
1341053216163835909	1341035046615068673	2020-12-21 19:09:36 MSK	2020-12-21	19:09:36	+0300	47378354	kevlinhenney	Kevlin Henney		@BrianGoetz @martinfowler Uh huh 😎	en	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1341053216163835909	False		0								[{'screen_name': 'BrianGoetz', 'name': 'Brian Goetz', 'id': '14639927'}, {'screen_name': 'martinfowler', 'name': 'Martin Fowler', 'id': '16665197'}]				
1341052941562748933	1341035223711166466	2020-12-21 19:08:31 MSK	2020-12-21	19:08:31	+0300	47378354	kevlinhenney	Kevlin Henney		@yefoakira 🙏	und	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/KevlinHenney/status/1341052941562748933	False		0								[{'screen_name': 'yefoakira', 'name': 'Jorge Gueorguiev', 'id': '219337783'}]				
1341037911362441219	1340619247265996802	2020-12-21 18:08:48 MSK	2020-12-21	18:08:48	+0300	47378354	kevlinhenney	Kevlin Henney		@mtnygard 👍	und	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1341037911362441219	False		0								[{'screen_name': 'mtnygard', 'name': 'Michael Nygard', 'id': '15096652'}]				
1341037713999491076	1341035046615068673	2020-12-21 18:08:00 MSK	2020-12-21	18:08:00	+0300	47378354	kevlinhenney	Kevlin Henney		@martinfowler 🙏	und	[]	[]	[]	2	0	4	[]	[]	https://twitter.com/KevlinHenney/status/1341037713999491076	False		0								[{'screen_name': 'martinfowler', 'name': 'Martin Fowler', 'id': '16665197'}]				
1340958467977297920	1340953162195361792	2020-12-21 12:53:07 MSK	2020-12-21	12:53:07	+0300	47378354	kevlinhenney	Kevlin Henney		@emilybache 🙏	und	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1340958467977297920	False		0								[{'screen_name': 'emilybache', 'name': 'Emily Bache', 'id': '27930338'}]				
1340929304381808640	1340923556914458625	2020-12-21 10:57:14 MSK	2020-12-21	10:57:14	+0300	47378354	kevlinhenney	Kevlin Henney		@NativeWired Time. Quite a broad theme, but it includes the past, the future, the moment, uncertainty, planning, closure, the day-to-day, etc.	en	[]	[]	[]	1	0	3	[]	[]	https://twitter.com/KevlinHenney/status/1340929304381808640	False		0								[{'screen_name': 'NativeWired', 'name': 'Gitte Klitgaard', 'id': '370844675'}]				
1340716104713461764	1340656778133053441	2020-12-20 20:50:03 MSK	2020-12-20	20:50:03	+0300	47378354	kevlinhenney	Kevlin Henney		@branaby 🙏	und	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/KevlinHenney/status/1340716104713461764	False		0								[{'screen_name': 'branaby', 'name': 'Barney Dellar', 'id': '219929482'}]				
1340658591498465281	1340619247265996802	2020-12-20 17:01:31 MSK	2020-12-20	17:01:31	+0300	47378354	kevlinhenney	Kevlin Henney		@blacksmith4life He wasn't talking RDBMS. The article provides the context, and also shows code that is more enterprise-like.	en	[]	[]	[]	1	0	1	[]	[]	https://twitter.com/KevlinHenney/status/1340658591498465281	False		0								[{'screen_name': 'blacksmith4life', 'name': 'John Scancella', 'id': '890939768711860224'}]				
1340629536074022912	1340619247265996802	2020-12-20 15:06:03 MSK	2020-12-20	15:06:03	+0300	47378354	kevlinhenney	Kevlin Henney		@michelgrootjans 👍	und	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1340629536074022912	False		0								[{'screen_name': 'michelgrootjans', 'name': 'Michel Grootjans', 'id': '4978341'}]				
1340621534159921158	1340619247265996802	2020-12-20 14:34:15 MSK	2020-12-20	14:34:15	+0300	47378354	kevlinhenney	Kevlin Henney		Show me your flowcharts and conceal your tables, and I shall continue to be mystified. Show me your tables, and I won’t usually need your flowcharts; they’ll be obvious. — Fred Brooks	en	[]	[]	[]	2	4	17	[]	[]	https://twitter.com/KevlinHenney/status/1340621534159921158	False		0								[]				
1340621424277504006	1340619247265996802	2020-12-20 14:33:49 MSK	2020-12-20	14:33:49	+0300	47378354	kevlinhenney	Kevlin Henney		Sometimes the strategic breakthrough will be a new algorithm […]. Much more often, strategic breakthrough will come from redoing the representation of the data or tables. This is where the heart of the program lies. — Fred Brooks	en	[]	[]	[]	1	3	17	[]	[]	https://twitter.com/KevlinHenney/status/1340621424277504006	False		0								[]				
1340621008542322688	1340619247265996802	2020-12-20 14:32:10 MSK	2020-12-20	14:32:10	+0300	47378354	kevlinhenney	Kevlin Henney		TL;DR (continued): • Data-driven and lookup-table approaches are unreasonably effective at reducing the complexity of explicit logic and control flow. • The distinction between code and data is a casual one, not a well-defined one. • Code is configuration.	en	[]	[]	[]	4	1	10	[]	[]	https://twitter.com/KevlinHenney/status/1340621008542322688	False		0								[]				
1340619804097601537	1340619247265996802	2020-12-20 14:27:23 MSK	2020-12-20	14:27:23	+0300	47378354	kevlinhenney	Kevlin Henney		TL;DR: • Changing representation can change our perception of a problem and a solution. • Refactoring is a process of discovery, sometimes gradual and sometimes with more sudden shifts. • Duplication sometimes exist at a deeper level than in the shallows we first notice it at.	en	[]	[]	[]	2	0	9	[]	[]	https://twitter.com/KevlinHenney/status/1340619804097601537	False		0								[]				
1340619247265996802	1340619247265996802	2020-12-20 14:25:10 MSK	2020-12-20	14:25:10	+0300	47378354	kevlinhenney	Kevlin Henney		Blog post this week: Out of Control  An essay on paradigms, refactoring, control flow, data, code, dualism and what Roman numerals ever did for us   https://t.co/zTbtyTM1tN	en	[]	['https://kevlinhenney.medium.com/out-of-control-97ed6efa2818']	[]	8	29	64	[]	[]	https://twitter.com/KevlinHenney/status/1340619247265996802	False		0								[]				
1340340480752689152	1340311741805318146	2020-12-19 19:57:27 MSK	2020-12-19	19:57:27	+0300	47378354	kevlinhenney	Kevlin Henney		@_rice_salad @freezydorito Nice 🙏	en	[]	[]	[]	0	0	7	[]	[]	https://twitter.com/KevlinHenney/status/1340340480752689152	False		0								[{'screen_name': '_rice_salad', 'name': 'rice', 'id': '755468085646225408'}, {'screen_name': 'freezydorito', 'name': 'laura bananas', 'id': '3004020255'}]				
1340254837724856320	1340226326951833601	2020-12-19 14:17:08 MSK	2020-12-19	14:17:08	+0300	47378354	kevlinhenney	Kevlin Henney		@LucT3o 👍	und	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1340254837724856320	False		0								[{'screen_name': 'LucT3o', 'name': 'Lucian Teodorescu', 'id': '315257283'}]				
1340254807349743616	1340226326951833601	2020-12-19 14:17:01 MSK	2020-12-19	14:17:01	+0300	47378354	kevlinhenney	Kevlin Henney		@LucT3o 🙏	und	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1340254807349743616	False		0								[{'screen_name': 'LucT3o', 'name': 'Lucian Teodorescu', 'id': '315257283'}]				
1340254714215231488	1339654074036150273	2020-12-19 14:16:39 MSK	2020-12-19	14:16:39	+0300	47378354	kevlinhenney	Kevlin Henney		@PeterHilton To be fair, (lack of) space handling for credit cards is one of my pet peeves. Apparently, it can't be emphasised enough.	en	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1340254714215231488	False		0								[{'screen_name': 'PeterHilton', 'name': 'Peter Hilton', 'id': '13694802'}]				
1340053961068392451	1339955887767773189	2020-12-19 00:58:55 MSK	2020-12-19	00:58:55	+0300	47378354	kevlinhenney	Kevlin Henney		@wardbell @lynnlangit 🙏	und	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1340053961068392451	False		0								[{'screen_name': 'wardbell', 'name': 'Ward Bell', 'id': '9002492'}, {'screen_name': 'lynnlangit', 'name': 'lynnlangit', 'id': '3105491'}]				
1339969746637381632	1339964711371214849	2020-12-18 19:24:17 MSK	2020-12-18	19:24:17	+0300	47378354	kevlinhenney	Kevlin Henney		@starkholborn @TitanBooks Nice 👏🥂	en	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/KevlinHenney/status/1339969746637381632	False		0								[{'screen_name': 'starkholborn', 'name': 'Stark Holborn', 'id': '1691210233'}, {'screen_name': 'TitanBooks', 'name': 'Titan Books', 'id': '17621039'}]				
1339966964534562824	1339955887767773189	2020-12-18 19:13:14 MSK	2020-12-18	19:13:14	+0300	47378354	kevlinhenney	Kevlin Henney		@lynnlangit 🙏	und	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/KevlinHenney/status/1339966964534562824	False		0								[{'screen_name': 'lynnlangit', 'name': 'lynnlangit', 'id': '3105491'}]				
1339662890572394496	1339654074036150273	2020-12-17 23:04:57 MSK	2020-12-17	23:04:57	+0300	47378354	kevlinhenney	Kevlin Henney		@PeterHilton Go on, live dangerously 😎	en	[]	[]	[]	1	0	1	[]	[]	https://twitter.com/KevlinHenney/status/1339662890572394496	False		0								[{'screen_name': 'PeterHilton', 'name': 'Peter Hilton', 'id': '13694802'}]				
1339656588672585729	1339654074036150273	2020-12-17 22:39:55 MSK	2020-12-17	22:39:55	+0300	47378354	kevlinhenney	Kevlin Henney		@PeterHilton Unfortunately, no, I don't.	en	[]	[]	[]	1	0	1	[]	[]	https://twitter.com/KevlinHenney/status/1339656588672585729	False		0								[{'screen_name': 'PeterHilton', 'name': 'Peter Hilton', 'id': '13694802'}]				
1339626662586163212	1339554930953207808	2020-12-17 20:41:00 MSK	2020-12-17	20:41:00	+0300	47378354	kevlinhenney	Kevlin Henney		@gennaro_prota That's nothing: the UK uses Excel with .XLS and CSV files without review or data validation to manage its response to a life-threatening global pandemic.	en	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1339626662586163212	False		0								[{'screen_name': 'gennaro_prota', 'name': 'Gennaro Prota', 'id': '396525577'}]				
1339625583693721602	1339554930953207808	2020-12-17 20:36:42 MSK	2020-12-17	20:36:42	+0300	47378354	kevlinhenney	Kevlin Henney		@gennaro_prota On the plus side, it may somewhat free of any useful information, but at least it's not wrong 🤔	en	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1339625583693721602	False		0								[{'screen_name': 'gennaro_prota', 'name': 'Gennaro Prota', 'id': '396525577'}]				
1339625472850837506	1339554930953207808	2020-12-17 20:36:16 MSK	2020-12-17	20:36:16	+0300	47378354	kevlinhenney	Kevlin Henney		@gennaro_prota 😮	und	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1339625472850837506	False		0								[{'screen_name': 'gennaro_prota', 'name': 'Gennaro Prota', 'id': '396525577'}]				
1339625009116004358	1339554930953207808	2020-12-17 20:34:25 MSK	2020-12-17	20:34:25	+0300	47378354	kevlinhenney	Kevlin Henney		@blacksmith4life One of my favourite single-letter variable stories was at the same company, but fortunately not on a codebase I worked on.  Developer introduced variable names in sequence starting from 'a'. Declarations were nicely ordered but otherwise entirely meaningless.	en	[]	[]	[]	1	0	2	[]	[]	https://twitter.com/KevlinHenney/status/1339625009116004358	False		0								[{'screen_name': 'blacksmith4life', 'name': 'John Scancella', 'id': '890939768711860224'}]				
1339623898384625667	1339615900824178688	2020-12-17 20:30:01 MSK	2020-12-17	20:30:01	+0300	47378354	kevlinhenney	Kevlin Henney		@sebrose Because that's when all the work is going to get done.  Hence, procrastination from the Latin procrastinare, from pro- + crastinus (belonging to tomorrow).  Perendination is even better, though: putting off until the day after tomorrow.  https://t.co/buNkiY1LLD	en	[]	['https://twitter.com/KevlinHenney/status/41083007179685889']	[]	1	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1339623898384625667	False	https://twitter.com/KevlinHenney/status/41083007179685889	0								[{'screen_name': 'sebrose', 'name': 'Seb Rose', 'id': '16110451'}]				
1339619914882138113	1339554930953207808	2020-12-17 20:14:11 MSK	2020-12-17	20:14:11	+0300	47378354	kevlinhenney	Kevlin Henney		@GailOllis @davenicolette I believe that essen_x and essen_y is 7.0116°E and 51.4556°N 😎🧭	en	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/KevlinHenney/status/1339619914882138113	False		0								[{'screen_name': 'GailOllis', 'name': 'Dr Gail Ollis', 'id': '601890055'}, {'screen_name': 'davenicolette', 'name': 'Dave Nicolette', 'id': '21414569'}]				
1339619450128125955	1339615900824178688	2020-12-17 20:12:20 MSK	2020-12-17	20:12:20	+0300	47378354	kevlinhenney	Kevlin Henney		@sebrose Yesterday is always trying to catch up with today. The original eventual-consistency issue 🙃	en	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1339619450128125955	False		0								[{'screen_name': 'sebrose', 'name': 'Seb Rose', 'id': '16110451'}]				
1339619110364340226	1339554930953207808	2020-12-17 20:10:59 MSK	2020-12-17	20:10:59	+0300	47378354	kevlinhenney	Kevlin Henney		@seidewitz 🖖	und	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1339619110364340226	False		0								[{'screen_name': 'seidewitz', 'name': 'Ed Seidewitz', 'id': '64796538'}]				
1339618923554222081	1339554930953207808	2020-12-17 20:10:14 MSK	2020-12-17	20:10:14	+0300	47378354	kevlinhenney	Kevlin Henney		@jasongorman From the sounds of it, 'dicked' might have been more appropriate 🤔	en	[]	[]	[]	1	0	4	[]	[]	https://twitter.com/KevlinHenney/status/1339618923554222081	False		0								[{'screen_name': 'jasongorman', 'name': 'Jason Gorman (only, more indoors than usual)', 'id': '18771008'}]				
1339590093091180546	1339554930953207808	2020-12-17 18:15:41 MSK	2020-12-17	18:15:41	+0300	47378354	kevlinhenney	Kevlin Henney		@RUAmentalist The word 'senior' has many connotations...	en	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1339590093091180546	False		0								[{'screen_name': 'RUAmentalist', 'name': 'Richard Johnson', 'id': '190963040'}]				
1339589856314281986	1339554930953207808	2020-12-17 18:14:44 MSK	2020-12-17	18:14:44	+0300	47378354	kevlinhenney	Kevlin Henney		@MarkCunn98 @timdrivendev 🤦‍♂️	und	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1339589856314281986	False		0								[{'screen_name': 'MarkCunn98', 'name': '〈 Mark | Cunningham 〉', 'id': '1024340951320461316'}, {'screen_name': 'timdrivendev', 'name': 'Tim Cooke', 'id': '181980888'}]				
1339589776572174337	1339554930953207808	2020-12-17 18:14:25 MSK	2020-12-17	18:14:25	+0300	47378354	kevlinhenney	Kevlin Henney		@timdrivendev I think that pretty much covers it.*  * Assuming a two-valued logic system. But it's worth making that assumption explicit, because code.	en	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/KevlinHenney/status/1339589776572174337	False		0								[{'screen_name': 'timdrivendev', 'name': 'Tim Cooke', 'id': '181980888'}]				
1339589174563721217	1339554930953207808	2020-12-17 18:12:02 MSK	2020-12-17	18:12:02	+0300	47378354	kevlinhenney	Kevlin Henney		@seidewitz In Fortran, the Boolean type is called LOGICAL. I see you are making a case for a vexillological type. I support this.	en	[]	[]	[]	1	0	2	[]	[]	https://twitter.com/KevlinHenney/status/1339589174563721217	False		0								[{'screen_name': 'seidewitz', 'name': 'Ed Seidewitz', 'id': '64796538'}]				
1339588693930070016	1339554930953207808	2020-12-17 18:10:07 MSK	2020-12-17	18:10:07	+0300	47378354	kevlinhenney	Kevlin Henney		@kindgeek No, Monsignor Boolean, my thumb was not bit at you.	en	[]	[]	[]	1	0	1	[]	[]	https://twitter.com/KevlinHenney/status/1339588693930070016	False		0								[{'screen_name': 'kindgeek', 'name': 'Ian C Tubman', 'id': '330122208'}]				
1339564469626826752	1339554930953207808	2020-12-17 16:33:52 MSK	2020-12-17	16:33:52	+0300	47378354	kevlinhenney	Kevlin Henney		@Trevel @swcrisis I would suggest the following:  (1) Rename Variable: Discuss the code with the author or explain it to someone. The term you need may emerge in that exchange.  (2) Inline Variable: Eliminate it by pushing the expression into the usage context — easier as the context is small.	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1339564469626826752	False		0								[{'screen_name': 'Trevel', 'name': 'Trevel | BLM', 'id': '12306792'}, {'screen_name': 'swcrisis', 'name': 'Jack Eddyfier', 'id': '25805685'}]				
1339560558220242944	1339554930953207808	2020-12-17 16:18:19 MSK	2020-12-17	16:18:19	+0300	47378354	kevlinhenney	Kevlin Henney		@davenicolette You're right... let me feed that back to them... 🗑️	en	[]	[]	[]	0	0	2	[]	[]	https://twitter.com/KevlinHenney/status/1339560558220242944	False		0								[{'screen_name': 'davenicolette', 'name': 'Dave Nicolette', 'id': '21414569'}]				
1339560291168825347	1339554930953207808	2020-12-17 16:17:15 MSK	2020-12-17	16:17:15	+0300	47378354	kevlinhenney	Kevlin Henney		@davenicolette 😄	und	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/KevlinHenney/status/1339560291168825347	False		0								[{'screen_name': 'davenicolette', 'name': 'Dave Nicolette', 'id': '21414569'}]				
1339554930953207808	1339554930953207808	2020-12-17 15:55:57 MSK	2020-12-17	15:55:57	+0300	47378354	kevlinhenney	Kevlin Henney		Just shown some code with a Boolean flag variable... called 'flag'.  Takes me back to my first job after university: Fortran code that, among its many eldritch horrors and clown surprises, included variables FLAG, FLAG1 and FLAG2.  Decades may pass, but some things never change.	en	[]	[]	[]	15	1	79	[]	[]	https://twitter.com/KevlinHenney/status/1339554930953207808	False		0								[]				
